gene_ID,chromosome,gene_length[bp],A_content[%],T_content[%],C_content[%],G_content[%],GC_content[%],category
820,YDL168W,4,1161,28.16537,29.0267,18.08786,24.72007,42.80793,"GC content above 
 length below"
821,YDL169C,4,672,36.90476,22.32143,16.66667,24.10714,40.77381,"GC content above 
 length below"
822,YDL170W,4,1587,32.82924,28.73346,17.95841,20.47889,38.4373,"GC content below 
 length above"
823,YDL171C,4,6438,30.31998,29.63653,18.06462,21.97888,40.0435,"GC content above 
 length above"
824,YDL173W,4,888,33.8964,21.84685,21.05856,23.1982,44.25676,"GC content above 
 length below"
825,YDL174C,4,1764,30.15873,25.05669,20.80499,23.97959,44.784580000000005,"GC content above 
 length above"
826,YDL175C,4,1035,34.78261,25.7971,19.13043,20.28986,39.42029,"GC content below 
 length below"
827,YDL176W,4,2127,33.56841,29.94828,16.4551,20.02821,36.48331,"GC content below 
 length above"
828,YDL177C,4,513,36.84211,23.00195,17.93372,22.22222,40.15594,"GC content above 
 length below"
829,YDL178W,4,1593,31.95229,29.37853,16.50973,22.15945,38.66918,"GC content below 
 length above"
830,YDL179W,4,915,34.31694,27.21311,21.53005,16.93989,38.469939999999994,"GC content below 
 length below"
831,YDL180W,4,1644,30.29197,31.14355,19.46472,19.09976,38.56448,"GC content below 
 length above"
832,YDL181W,4,258,32.55814,21.70543,20.54264,25.1938,45.73644,"GC content above 
 length below"
833,YDL182W,4,1287,30.61383,25.25253,22.29992,21.83372,44.13364,"GC content above 
 length above"
834,YDL183C,4,963,36.65628,26.27207,19.10696,17.96469,37.071650000000005,"GC content below 
 length below"
835,YDL184C,4,78,47.4359,10.25641,11.53846,30.76923,42.30769,"GC content above 
 length below"
836,YDL185W,4,3216,27.70522,31.12562,18.40796,22.76119,41.16915,"GC content above 
 length above"
837,YDL186W,4,834,32.97362,23.14149,22.42206,21.46283,43.88489,"GC content above 
 length below"
838,YDL188C,4,1134,31.12875,27.33686,18.95944,22.57496,41.534400000000005,"GC content above 
 length below"
839,YDL189W,4,1374,36.0262,24.01747,20.16012,19.79622,39.95634,"GC content above 
 length above"
840,YDL190C,4,2886,32.18988,30.35343,18.95357,18.50312,37.456689999999995,"GC content below 
 length above"
841,YDL191W,4,854,35.94848,27.98595,16.39344,19.67213,36.065569999999994,"GC content below 
 length below"
842,YDL192W,4,546,29.48718,30.76923,16.66667,23.07692,39.74359,"GC content above 
 length below"
843,YDL193W,4,1128,34.13121,27.21631,17.46454,21.18794,38.65248,"GC content below 
 length below"
844,YDL194W,4,2655,29.79284,30.09416,18.98305,21.12994,40.112989999999996,"GC content above 
 length above"
845,YDL195W,4,3822,30.84772,26.97541,23.41706,18.75981,42.17687,"GC content above 
 length above"
846,YDL197C,4,1578,35.99493,20.7858,22.5602,20.65906,43.21926,"GC content above 
 length above"
847,YDL198C,4,903,27.13178,30.45404,20.48726,21.92691,42.41417,"GC content above 
 length below"
848,YDL199C,4,2064,28.73062,31.92829,20.44574,18.89535,39.34109,"GC content below 
 length above"
849,YDL200C,4,567,35.44974,27.51323,14.81481,22.22222,37.03703,"GC content below 
 length below"
850,YDL201W,4,861,34.95935,24.97096,17.53775,22.53194,40.069689999999994,"GC content above 
 length below"
851,YDL202W,4,750,34.53333,24.53333,19.6,21.33333,40.93333,"GC content above 
 length below"
852,YDL203C,4,1872,33.2265,25.53419,20.51282,20.7265,41.239320000000006,"GC content above 
 length above"
853,YDL204W,4,1182,33.07953,24.78849,21.99662,20.13536,42.13198,"GC content above 
 length below"
854,YDL205C,4,984,32.11382,26.32114,18.08943,23.47561,41.565039999999996,"GC content above 
 length below"
855,YDL206W,4,2289,31.36741,33.24596,17.47488,17.91175,35.38663,"GC content below 
 length above"
856,YDL207W,4,1617,36.23995,24.36611,18.42919,20.96475,39.39394,"GC content below 
 length above"
857,YDL208W,4,471,36.09342,22.29299,19.74522,21.86837,41.61359,"GC content above 
 length below"
858,YDL209C,4,1020,33.23529,26.66667,14.90196,25.19608,40.09804,"GC content above 
 length below"
859,YDL210W,4,1716,25.11655,34.55711,17.94872,22.37762,40.32634,"GC content above 
 length above"
860,YDL211C,4,1119,33.24397,26.80965,22.7882,17.15818,39.946380000000005,"GC content above 
 length below"
861,YDL212W,4,633,29.06793,32.06951,16.74566,22.1169,38.86256,"GC content below 
 length below"
862,YDL213C,4,678,39.38053,18.43658,18.58407,23.59882,42.18289,"GC content above 
 length below"
863,YDL214C,4,2100,32.90476,27.52381,19.52381,20.04762,39.57143,"GC content below 
 length above"
864,YDL215C,4,3279,31.86947,31.47301,17.53583,19.12168,36.65751,"GC content below 
 length above"
865,YDL216C,4,1323,36.43235,26.0771,16.85563,20.63492,37.49055,"GC content below 
 length above"
866,YDL217C,4,624,29.48718,27.40385,17.94872,25.16026,43.10898,"GC content above 
 length below"
867,YDL218W,4,954,27.98742,26.83438,22.43187,22.74633,45.178200000000004,"GC content above 
 length below"
868,YDL219W,4,524,33.58779,30.53435,15.64885,20.22901,35.87786,"GC content below 
 length below"
869,YDL220C,4,2775,31.06306,25.00901,23.6036,20.32432,43.92792,"GC content above 
 length above"
870,YDL222C,4,930,23.01075,27.52688,25.5914,23.87097,49.46237,"GC content above 
 length below"
871,YDL223C,4,3141,34.19293,23.20917,22.57243,20.02547,42.597899999999996,"GC content above 
 length above"
872,YDL224C,4,1950,31.53846,28.05128,22.15385,18.25641,40.410259999999994,"GC content above 
 length above"
873,YDL225W,4,1656,37.01691,25.12077,18.35749,19.50483,37.86232,"GC content below 
 length above"
874,YDL226C,4,1059,32.10576,24.17375,20.11331,23.60718,43.72049,"GC content above 
 length below"
875,YDL227C,4,1761,33.21976,25.89438,17.37649,23.50937,40.88586,"GC content above 
 length above"
876,YDL229W,4,1842,27.6873,28.77307,20.84691,22.69273,43.539640000000006,"GC content above 
 length above"
877,YDL230W,4,1008,30.05952,24.80159,21.52778,23.61111,45.13889,"GC content above 
 length below"
878,YDL231C,4,3378,30.52102,29.84014,19.30136,20.33748,39.63884,"GC content below 
 length above"
879,YDL232W,4,111,25.22523,33.33333,24.32432,17.11712,41.44144,"GC content above 
 length below"
880,YDL233W,4,1377,30.79158,27.08787,21.64125,20.4793,42.120549999999994,"GC content above 
 length above"
881,YDL234C,4,2241,34.27041,27.6216,18.69701,19.41098,38.10799,"GC content below 
 length above"
882,YDL235C,4,504,36.30952,28.1746,17.46032,18.05556,35.515879999999996,"GC content below 
 length below"
883,YDL236W,4,939,29.49947,30.24494,17.67838,22.57721,40.25559,"GC content above 
 length below"
884,YDL237W,4,1173,30.09378,31.20205,17.64706,21.05712,38.70418,"GC content below 
 length below"
885,YDL238C,4,1470,30.20408,26.87075,20.34014,22.58503,42.92517,"GC content above 
 length above"
886,YDL239C,4,2373,39.31732,26.46439,16.13991,18.07838,34.218289999999996,"GC content below 
 length above"
887,YDL240W,4,3054,34.5776,28.68369,17.91094,18.82777,36.73871,"GC content below 
 length above"
888,YDL241W,4,372,31.45161,29.30108,18.27957,20.96774,39.24731,"GC content below 
 length below"
889,YDL243C,4,990,29.59596,29.39394,16.16162,24.84848,41.010099999999994,"GC content above 
 length below"
890,YDL244W,4,1023,29.42326,26.68622,21.70088,22.18964,43.89052,"GC content above 
 length below"
891,YDL245C,4,1704,25.88028,32.21831,18.77934,23.12207,41.90141,"GC content above 
 length above"
892,YDL246C,4,1074,26.72253,28.49162,20.01862,24.76723,44.785849999999996,"GC content above 
 length below"
893,YDL247W,4,1830,29.56284,29.89071,18.14208,22.40437,40.54645,"GC content above 
 length above"
894,YDL248W,4,1152,28.81944,33.15972,17.53472,20.48611,38.020830000000004,"GC content below 
 length below"
895,YDR001C,4,2256,31.95922,27.30496,19.41489,21.32092,40.73581,"GC content above 
 length above"
896,YDR002W,4,606,36.63366,22.27723,16.9967,24.09241,41.089110000000005,"GC content above 
 length below"
897,YDR003W,4,633,30.80569,26.85624,19.43128,22.90679,42.33807,"GC content above 
 length below"
898,YDR003W-A,4,123,36.58537,31.70732,9.7561,21.95122,31.70732,"GC content below 
 length below"
899,YDR004W,4,1383,32.9718,28.12726,17.78742,21.11352,38.900940000000006,"GC content below 
 length above"
900,YDR005C,4,1268,33.99054,29.33754,18.61199,18.05994,36.67193,"GC content below 
 length above"
901,YDR006C,4,2706,34.33112,27.12491,21.65558,16.8884,38.543980000000005,"GC content below 
 length above"
902,YDR007W,4,675,29.18519,28.74074,17.03704,25.03704,42.07408,"GC content above 
 length below"
903,YDR009W,4,1563,30.64619,28.02303,20.79335,20.53743,41.330780000000004,"GC content above 
 length above"
904,YDR011W,4,4506,29.2055,31.26942,18.41988,21.10519,39.52507,"GC content below 
 length above"
905,YDR012W,4,1089,24.97704,26.81359,24.42608,23.78329,48.20937,"GC content above 
 length below"
906,YDR013W,4,627,35.08772,29.82456,14.03509,21.05263,35.087720000000004,"GC content below 
 length below"
907,YDR014W,4,1944,38.42593,28.1893,16.10082,17.28395,33.38477,"GC content below 
 length above"
908,YDR014W-A,4,489,38.65031,19.4274,20.6544,21.26789,41.922290000000004,"GC content above 
 length below"
909,YDR016C,4,285,34.38596,26.66667,16.49123,22.45614,38.94737000000001,"GC content below 
 length below"
910,YDR017C,4,3153,35.23628,26.41928,18.4269,19.91754,38.34444,"GC content below 
 length above"
911,YDR018C,4,1191,31.06633,31.23426,17.96809,19.73132,37.69941,"GC content below 
 length below"
912,YDR019C,4,1203,31.9202,26.93267,18.28761,22.85952,41.147130000000004,"GC content above 
 length below"
913,YDR020C,4,699,37.48212,25.60801,16.59514,20.31474,36.90988,"GC content below 
 length below"
914,YDR021W,4,1200,37.0,27.75,15.41667,19.83333,35.25,"GC content below 
 length below"
915,YDR022C,4,591,36.04061,27.24196,16.58206,20.13536,36.71742,"GC content below 
 length below"
916,YDR023W,4,1389,34.41325,27.64579,17.20662,20.73434,37.940960000000004,"GC content below 
 length above"
917,YDR025W,4,810,31.11111,30.37037,20.37037,18.14815,38.51852,"GC content below 
 length below"
918,YDR026C,4,1713,38.35377,22.88383,15.76182,23.00058,38.7624,"GC content below 
 length above"
919,YDR027C,4,2670,35.24345,27.45318,17.15356,20.14981,37.30337,"GC content below 
 length above"
920,YDR028C,4,3045,36.84729,24.10509,19.37603,19.67159,39.047619999999995,"GC content below 
 length above"
921,YDR030C,4,1521,36.35766,26.82446,15.77909,21.03879,36.81788,"GC content below 
 length above"
922,YDR031W,4,366,38.25137,26.77596,12.02186,22.95082,34.97268,"GC content below 
 length below"
923,YDR032C,4,597,24.79062,28.47571,21.10553,25.62814,46.733670000000004,"GC content above 
 length below"
924,YDR033W,4,963,26.68744,33.54102,20.66459,19.10696,39.771550000000005,"GC content above 
 length below"
925,YDR034C,4,2373,35.01896,28.86641,17.57269,18.54193,36.11462,"GC content below 
 length above"
926,YDR034C-A,4,177,29.37853,42.37288,19.20904,9.03955,28.24859,"GC content below 
 length below"
927,YDR034C-C,4,1317,36.59833,25.20881,23.61427,14.57859,38.19286,"GC content below 
 length above"
928,YDR034C-D,4,5314,37.16598,26.10087,21.15167,15.58148,36.73315,"GC content below 
 length above"
929,YDR034W-B,4,156,26.28205,32.05128,23.71795,17.94872,41.666669999999996,"GC content above 
 length below"
930,YDR035W,4,1113,31.44654,26.77448,18.23899,23.53998,41.77897,"GC content above 
 length below"
931,YDR036C,4,1503,33.0672,27.54491,21.02462,18.36327,39.38789,"GC content below 
 length above"
932,YDR037W,4,1776,32.26351,27.08333,19.53829,21.11486,40.65315,"GC content above 
 length above"
933,YDR038C,4,3276,28.5409,30.03663,18.74237,22.6801,41.422470000000004,"GC content above 
 length above"
934,YDR039C,4,3276,28.44933,30.06716,18.71184,22.77167,41.483509999999995,"GC content above 
 length above"
935,YDR040C,4,3276,28.51038,30.06716,18.77289,22.64957,41.42246,"GC content above 
 length above"
936,YDR041W,4,612,33.66013,26.79739,19.28105,20.26144,39.54249,"GC content below 
 length below"
937,YDR042C,4,603,34.66003,30.5141,19.56882,15.25705,34.825869999999995,"GC content below 
 length below"
938,YDR043C,4,696,38.64943,24.42529,18.96552,17.95977,36.925290000000004,"GC content below 
 length below"
939,YDR044W,4,987,29.17933,26.6464,22.28977,21.8845,44.17427,"GC content above 
 length below"
940,YDR045C,4,333,29.72973,31.23123,15.01502,24.02402,39.03904,"GC content below 
 length below"
941,YDR046C,4,1815,26.66667,31.73554,19.11846,22.47934,41.5978,"GC content above 
 length above"
942,YDR047W,4,1089,27.91552,28.09917,18.36547,25.61983,43.985299999999995,"GC content above 
 length below"
943,YDR049W,4,1899,36.38757,24.22328,17.16693,22.22222,39.38915,"GC content below 
 length above"
944,YDR050C,4,747,26.50602,29.1834,20.21419,24.09639,44.31058,"GC content above 
 length below"
945,YDR051C,4,1005,34.02985,26.96517,15.12438,23.8806,39.00498,"GC content below 
 length below"
946,YDR052C,4,2115,38.487,23.5461,18.95981,19.00709,37.9669,"GC content below 
 length above"
947,YDR054C,4,888,33.55856,25.22523,19.25676,21.95946,41.21622,"GC content above 
 length below"
948,YDR055W,4,1335,27.71536,30.86142,23.67041,17.75281,41.42322,"GC content above 
 length above"
949,YDR056C,4,618,33.65696,26.86084,15.69579,23.78641,39.4822,"GC content below 
 length below"
950,YDR057W,4,1629,36.03438,26.88766,16.32904,20.74893,37.07797,"GC content below 
 length above"
951,YDR058C,4,981,34.04689,29.45973,16.6157,19.87768,36.49338,"GC content below 
 length below"
952,YDR059C,4,537,28.11918,32.77467,20.11173,18.99441,39.106139999999996,"GC content below 
 length below"
953,YDR060W,4,3078,36.87459,25.82846,17.67381,19.62313,37.29694,"GC content below 
 length above"
954,YDR061W,4,1620,32.53086,26.79012,17.71605,22.96296,40.67901,"GC content above 
 length above"
955,YDR062W,4,1686,28.52906,31.73191,18.20878,21.53025,39.73903,"GC content above 
 length above"
956,YDR063W,4,450,36.44444,24.66667,17.33333,21.55556,38.88889,"GC content below 
 length below"
957,YDR064W,4,995,30.35176,31.65829,18.69347,19.29648,37.98995,"GC content below 
 length below"
958,YDR065W,4,1098,38.61566,26.41166,16.84882,18.12386,34.97268,"GC content below 
 length below"
959,YDR066C,4,591,32.99492,30.11844,16.41286,20.47377,36.88663,"GC content below 
 length below"
960,YDR067C,4,675,36.14815,29.03704,16.14815,18.66667,34.81482,"GC content below 
 length below"
961,YDR068W,4,933,41.58628,21.32905,14.36227,22.7224,37.08467,"GC content below 
 length below"
962,YDR069C,4,2781,34.34017,30.13305,19.05789,16.4689,35.526790000000005,"GC content below 
 length above"
963,YDR070C,4,282,35.8156,21.98582,18.79433,23.40426,42.198589999999996,"GC content above 
 length below"
964,YDR071C,4,576,36.11111,26.90972,17.53472,19.44444,36.97916,"GC content below 
 length below"
965,YDR072C,4,1584,27.0202,32.63889,21.40152,18.93939,40.34091,"GC content above 
 length above"
966,YDR073W,4,510,36.47059,22.7451,23.72549,17.05882,40.784310000000005,"GC content above 
 length below"
967,YDR074W,4,2691,32.73876,27.61055,19.39799,20.25269,39.65068,"GC content below 
 length above"
968,YDR075W,4,927,33.65696,29.55771,14.34736,22.43797,36.78533,"GC content below 
 length below"
969,YDR076W,4,1221,36.28174,26.53563,16.87142,20.31122,37.18264,"GC content below 
 length below"
970,YDR077W,4,1017,28.51524,24.68043,33.43166,13.37266,46.804320000000004,"GC content above 
 length below"
971,YDR078C,4,672,33.03571,32.7381,15.32738,18.89881,34.22619,"GC content below 
 length below"
972,YDR079C-A,4,219,36.07306,26.48402,15.98174,21.46119,37.44293,"GC content below 
 length below"
973,YDR079W,4,336,36.90476,27.38095,12.79762,22.91667,35.71429,"GC content below 
 length below"
974,YDR080W,4,2979,35.24673,30.21148,15.37429,19.16751,34.5418,"GC content below 
 length above"
975,YDR081C,4,2778,34.80922,28.54572,18.32253,18.32253,36.64506,"GC content below 
 length above"
976,YDR082W,4,1485,33.87205,29.15825,16.09428,20.87542,36.9697,"GC content below 
 length above"
977,YDR083W,4,1179,39.86429,24.25785,14.419,21.45886,35.87786,"GC content below 
 length below"
978,YDR084C,4,600,26.66667,33.83333,20.16667,19.33333,39.5,"GC content below 
 length below"
979,YDR085C,4,1863,36.39291,25.44283,18.19646,19.96779,38.164249999999996,"GC content below 
 length above"
980,YDR086C,4,243,32.92181,27.98354,14.81481,24.27984,39.09465,"GC content below 
 length below"
981,YDR087C,4,837,36.20072,24.73118,15.17324,23.89486,39.0681,"GC content below 
 length below"
982,YDR088C,4,1149,41.25326,21.14883,15.23064,22.36728,37.59792,"GC content below 
 length below"
983,YDR089W,4,2610,33.71648,30.57471,17.73946,17.96935,35.70881,"GC content below 
 length above"
984,YDR090C,4,933,27.22401,32.79743,17.89925,22.07931,39.97856,"GC content above 
 length below"
985,YDR091C,4,1827,31.08922,31.52709,18.0624,19.32129,37.38369,"GC content below 
 length above"
986,YDR092W,4,730,32.46575,25.61644,21.91781,20.0,41.91781,"GC content above 
 length below"
987,YDR093W,4,4839,29.98553,28.74561,18.08225,23.18661,41.268860000000004,"GC content above 
 length above"
988,YDR096W,4,2685,33.96648,28.71508,20.74488,16.57356,37.318439999999995,"GC content below 
 length above"
989,YDR097C,4,3729,34.72781,27.48726,16.46554,21.31939,37.78493,"GC content below 
 length above"
990,YDR098C,4,753,32.53652,27.75564,18.7251,20.98274,39.707840000000004,"GC content above 
 length below"
991,YDR098C-A,4,1323,33.78685,25.24565,25.548,15.4195,40.9675,"GC content above 
 length above"
992,YDR098C-B,4,5269,35.52856,25.96318,22.64187,15.86639,38.50826,"GC content below 
 length above"
993,YDR099W,4,822,33.09002,27.0073,21.77616,18.12652,39.902680000000004,"GC content above 
 length below"
994,YDR100W,4,432,23.84259,37.73148,20.13889,18.28704,38.42593,"GC content below 
 length below"
